23;;7;;Milyen mechanizmussal lehet futásidőben lekérdezni egy osztály attribútumait?;;Szerializációval;;Delegátumokkal;;Reflection (reflexió) segítségével;;Pointer aritmetikával;;C;;Nyelvi eszközök 1
24;;5;;Hogyan lehet egy auto-implementált property-nek alapértelmezett értéket adni?;;A konstruktorban a 'default' kulcsszóval;;A deklaráció során az egyenlőségjel után megadva az értéket;;A get ágban egy if-else szerkezettel;;Nem lehet nekik alapértelmezett értéket adni;;B;;Nyelvi eszközök 1
25;;7;;Miért nem célszerű publikussá tenni egy osztály tagváltozóit az előadás szerint?;;Mert a publikus tagváltozók lassabbak, mint a property-k;;Mert nem garantálható az objektum konzisztens állapota;;Mert a publikus tagváltozókat a GC nem tudja felszabadítani;;Mert a publikus tagváltozók nem lehetnek statikusak;;B;;Nyelvi eszközök 1
26;;6;;Milyen néven érhető el a 'set' ágon belül az az érték, amit a property-nek be akarunk állítani?;;A 'data' nevű speciális változóban;;Az 'input' nevű beépített paraméterben;;A 'value' nevű implicit kulcsszóval;;A property nevével megegyező változóban;;C;;Nyelvi eszközök 1
27;;8;;Lehet-e egy property get és set ágának különböző a láthatósága?;;Nem, a property egészére csak egy láthatóság vonatkozhat;;Igen, de csak a get ág lehet szigorúbb (pl. private);;Igen, de csak a set ág lehet szigorúbb (pl. private);;Igen, bármelyik ág lehet szigorúbb vagy lazább is;;C;;Nyelvi eszközök 1
28;;6;;Melyik alternatív megoldás létezik a delegate-alapú összehasonlításra egy rendező algoritmusban?;;Az elemeknek implementálniuk kell az IComparable interfészt;;Az elemeknek implementálniuk kell a ISerializable interfészt;;Az elemeknek rendelkezniük kell egy 'SortKey' nevű property-vel;;Minden elemnek statikus 'Compare' metódussal kell rendelkeznie;;A;;Nyelvi eszközök 1
29;;5;;Milyen típusú metódusokra hivatkozhat egy delegate?;;Csak statikus metódusokra;;Csak nem statikus (példány) metódusokra;;Statikus és nem statikus metódusokra is;;Csak olyan metódusokra, amik ugyanabban az osztályban vannak;;C;;Nyelvi eszközök 1
30;;7;;Mi az alapja a .NET eseménykezelésének, ami a háttérben működik?;;Egy speciális, 'event' típusú objektum;;Egy multicast delegátból képzett speciális tagváltozó;;Egy láncolt lista, ami a feliratkozókat tárolja;;Egy beépített rendszerüzenet-sor (message queue);;B;;Nyelvi eszközök 1
31;;6;;Hogyan adhatunk át egy metódusreferenciát egy delegate-nek az egyszerűsített szintaktikával?;;A 'new' kulcsszóval és a metódus nevével;;Egyszerűen csak megadjuk a metódus nevét a delegate-nek értékül;;A metódus nevét stringként, idézőjelek között adjuk át;;Lambda kifejezéssel, ami meghívja a metódust;;B;;Nyelvi eszközök 1
32;;7;;A `[NonSerialized]` attribútum mit jelez a szerializációs folyamat számára?;;Hogy az egész osztályt nem szabad szerializálni;;Hogy az adott mezőt ki kell hagyni a szerializációból;;Hogy a mezőt titkosítva kell a stream-be írni;;Hogy a mező értéke null, és ezért nem érdemes elmenteni;;B;;Nyelvi eszközök 1
