19;2;Mi a Dijkstra algoritmus számítási komplexitása a csomópontok (n) számával arányosan, hatékony implementációval?;O(n^2);O(n log n);O(n);O(n!);B;Routing
20;4;Miért volt eredetileg a "connectivity maximalizálása" a routing egyik fő célja?;Gazdasági célok miatt.;Tudományos célok miatt.;Szociális hálózatok optimalizálása miatt.;Katonai célok miatt.;D;Routing
21;3;Miért van szükség hierarchikus routingra egy nagy hálózaton (pl. Világhálón)?;Mert az egyszintű (flat) hálózatok túl gyorsak lennének.;Mert a routing algoritmusok csak kis hálózatokon működnek.;A skálázhatóság (táblaméret, számítási idő, kommunikációs forgalom) és az adminisztratív autonómia biztosítása érdekében.;Mert a routerek csak egy rétegben képesek dolgozni.;C;Routing
22;2;Mi az "Autonóm Rendszer" (AS) egyedi azonosítója, amelyet a IANA-tól kap?;IP cím;ASN (Autonomous System Number);MAC cím;Portszám;B;Routing
23;1;Melyik AS típus van összekötve több mint egy másik AS-el, de nem enged átmenő forgalmat más AS-ek között?;Tranzit AS;Multihomed AS;Stub AS;Csonk AS;B;Routing
24;2;Melyik AS típus fő feladata az átmenő forgalom kiszolgálása, és jellemzően melyik szolgáltatótípus tartozik ide?;Stub AS, végfelhasználók;Tranzit AS, Internet Szolgáltatók (ISP-k);Multihomed AS, kisvállalkozások;Gerinc AS, otthoni hálózatok;B;Routing
25;3;Mi a "Hot-potato" routing elv lényege az AS-k közötti útvonalválasztásnál?;Minél hosszabb ideig tartja a forgalmat a saját hálózatán belül.;Minél hamarabb elküldi a forgalmat a saját AS-éből, még ha az összút hosszabb is lesz.;A forgalmat csak a legolcsóbb linkeken küldi tovább.;A forgalmat mindig a leggyorsabb linkeken küldi tovább.;B;Routing
26;3;Mi a "Cold-potato" routing elv lényege az AS-k közötti útvonalválasztásnál?;Minél hamarabb elküldi a forgalmat a saját AS-éből.;Minél rövidebb legyen az út a saját AS-én belül.;Minél hosszabb ideig tartja a forgalmat a saját hálózatán belül, akár a felhasználóig, szolgáltatásminőségi garanciákat nyújtva.;Nem veszi figyelembe az üzleti kapcsolatokat.;C;Routing
27;2;Mi a Home agent (hazai ügynök) és Foreign agent (idegen ügynök) szerepe a Mobil IP-ben?;A hálózati forgalom titkosítása.;A vándorló (nomádikus) végpontok mozgásának kezelése és a kommunikáció biztosítása.;A dinamikus IP címek kiosztása.;A szolgáltatásminőség (QoS) biztosítása.;B;Routing
28;1;Mi a "multicast routing" célja?;Egyetlen végponthoz küldeni a csomagokat.;A csomagok egyidejű eljuttatása több végpontra/csoportnak.;Az összes hálózati eszköz értesítése.;A csomagok sorrendjének helyreállítása.;B;Routing
29;2;Melyik elnevezés vonatkozik a kommunikációra, amikor a csomagokat egy valakinek a csoportból (pl. aki a legközelebb van a forráshoz) küldik?;Broadcast;Multicast;Anycast;Unicast;C;Routing
30;3;Mi a "többescímzés" (multicast addressing) lényege?;A csoport tagjainak címlistáját használják az azonosításra.;Minden eszköz egyedi IP címmel rendelkezik.;A csoportot egy, az egyedi logikai címhez hasonló "csoport-cím" különbözteti meg.;A MAC címeket használják a csoport azonosítására.;C;Routing
31;2;Melyik protokoll felel a multicast végpont és a routere közötti kommunikációért a csoporthoz való csatlakozás és kiválás során?;PIM (Protocol Independent Multicast);IGMP (Internet Group Management Protocol);OSPF (Open Shortest Path First);BGP (Border Gateway Protocol);B;Routing
32;3;Melyik multicast routing módszer tartozik a "ritka elhelyezkedés" kategóriájába?;Elárasztás + lemondás (flood-and-prune);Reverse path forwarding;Explicit csatlakozás (pl. Core Based Tree);Csoportlemondás;C;Routing
33;4;Melyik állítás igaz a távolságvektor és a linkállapot routing protokollok konvergencia idejére?;A távolságvektor mindig gyorsabban konvergál.;A linkállapot mindig gyorsabban konvergál, és a távolságvektor hajlamos a "végtelenig számolás" problémára.;Mindkettő konvergencia ideje a hálózati mérettől független.;A távolságvektor protokollok konvergencia ideje hullámzik, míg a linkállapot algoritmus O(n^2) komplexitású.;B;Routing
34;5;Mi a különbség a "távolságvektor" és a "linkállapot" módszer között az információgyűjtés szempontjából?;A távolságvektor mindenki szomszédairól gyűjt infót, a linkállapot csak a saját szomszédairól.;A távolságvektor a hálózatról alkotott elképzeléseit mondja el a szomszédainak, míg a linkállapot a szomszédairól szerzett tapasztalatait mondja el mindenkinek.;A távolságvektor globális képet alkot, a linkállapot csak lokálisat.;A távolságvektor centralizált, a linkállapot elosztott.;B;Routing
35;2;Mi a feladata az ICMP protokollnak a Hálózati réteg feladatain belül?;Címzés és csomag formátum kezelése.;Hibajelentés és router "jelzések" továbbítása.;Útvonalválasztás és táblák kitöltése.;Hálózati szolgáltatások biztosítása.;B;Routing
36;3;Melyik routing protokoll NEM a "distance-vector" kategóriába tartozik?;RIP;BGP;OSPF;EIGRP;C;Routing
37;4;Melyik állítás írja le legjobban a routing algoritmusok "robosztusság" követelményét?;Gyorsan kell tudniuk keresni a táblában.;Minél kisebb legyen a routingforgalom.;A hibás tábla esélyének minimalizálása, mert "fekete lyukat", hurkot vagy oszcillációt okozhat.;Optimális útvonalakat kell kijelölniük.;C;Routing
38;2;Milyen típusú hálózatokra jellemző a távolságvektor alapú protokollok használata manapság?;Nagy, komplex hálózatokra.;Kisebb hálózatokra, ahol a lassabb konvergencia kevésbé kritikus.;Gerinchálózati routingra.;Adatközpontok belső hálózataira.;B;Routing
39;3;Mi az oka az oszcillációknak a linkállapot routingban, ha a link költsége a pillanatnyi forgalommal egyezik?;A linkek túl gyorsak.;A routerek nem kapnak elég információt.;A routerek túl gyorsan reagálnak a forgalom változásaira, ami instabil útvonalválasztáshoz vezet.;A táblák mérete túl kicsi.;C;Routing
40;5;Miért van a "routing by rumor" elv a távolságvektor módszer alapproblémája között?;Mert a routerek csak pletykákra alapozva hozzák meg döntéseiket.;Mert a csomópontok nem tudják, hogy a kapott távolságvektorokat a szomszédaik milyen módon, lépésekkel hozták létre, ami téves korrekciókhoz vezethet.;Mert a routerek véletlenszerűen választják ki az útvonalakat.;Mert a hálózati forgalom túlterhelődik a pletykák miatt.;B;Routing
1;1;Mi az Internet Protocol (IP) alapvető jellemzője a "best effort" szolgáltatás szempontjából?;Garantálja az adatok kézbesítését és sorrendjét.;Nem nyújt garanciát az adatok kézbesítésére, duplikációjára vagy sorrendjére.;Kizárólag valós idejű alkalmazásokra optimalizált.;A hálózati torlódást minden esetben elkerüli.;B;IP
2;2;Melyik évben jelent meg először az "Internet" kifejezés a protokollarchitektúra kapcsán?;1969;1974;1980;1983;B;IP
3;1;Hány bites egy IPv4 cím?;8 bit;16 bit;32 bit;64 bit;C;IP
4;2;Mi az IPv4 cím két logikai része?;Gyártói azonosító és sorozatszám;Hálózati azonosító és egyedi azonosító (hoszt ID);Kliens ID és Szerver ID;Felhasználói név és jelszó;B;IP
5;2;Melyik jelenségre utal az "alhálózat" fogalma?;A routerek közötti fizikai kapcsolatok;Olyan interfészek csoportja, amelyek IP-címük alhálózati része megegyezik és fizikailag elérik egymást router nélkül is.;A hálózati sebesség korlátozása;A vezeték nélküli hálózatok biztonsági beállításai.;B;IP
6;3;Melyik IP címosztály van fenntartva a többes címzésre (multicast)?;A osztály;B osztály;C osztály;D osztály;D;IP
7;2;Mi a speciális "Host ID: csupa 0" IP cím jelentése?;A hálózaton belüli broadcast cím.;A hálózat címe.;A helyi gép loopback címe.;A router alapértelmezett címe.;B;IP
8;3;Mi az elsődleges probléma, amelyet a CIDR (Classless Inter-Domain Routing) megoldani próbált?;A NAT protokollok szükségessége.;Az IPv6 címek bevezetése.;Az IPv4 címtartomány kimerülése és az osztályokon alapuló routing skálázhatósági problémái.;A DNS felbontási sebességének növelése.;C;IP
9;2;Mi a célja az "Address Aggregation" (útvonal aggregáció) mechanizmusnak a hierarchikus címzésben?;A hálózati forgalom titkosítása.;A routing információk hatékonyabb hirdetése és a routing táblák méretének csökkentése.;Az IP címek dinamikus kiosztása.;A hálózati késleltetés növelése.;B;IP
10;3;Mi az egyik fő hátránya a NAT (Network Address Translation) használatának az IP-kommunikációban?;Növeli a hálózati sávszélességet.;Megsérti a végpont-végpont konnektivitás elvét, ami problémákat okozhat bizonyos alkalmazásoknál (pl. P2P).;Egyszerűsíti a hálózati konfigurációt.;Fokozza a hálózati biztonságot.;B;IP
11;1;Melyik mező az IP fejlécben adja meg az Internet Protocol verzióját?;IHL;VER;TTL;ToS;B;IP
12;2;Mekkora az IPv4 fejléc minimális mérete (opciók nélkül) bájtban kifejezve?;16 bájt;20 bájt;32 bájt;60 bájt;B;IP
13;3;Mi a ToS (Type of Service) mező modernkori felhasználása az IP fejlécben?;Az IP csomag azonosítására szolgál töredékelés esetén.;A forrás IP címének tárolására.;QoS osztályok (pl. DiffServ) és paraméterek jelzésére a forgalom megkülönböztetett kezeléséhez.;A hibaellenőrző összeg tárolására.;C;IP
14;2;Mi történik egy IP csomaggal, ha a TTL (Time To Live) értéke 0-ra csökken egy routeren?;Továbbítódik a következő hálózatra.;Eldobásra kerül.;Visszaküldésre kerül a forráshoz.;Az értéke visszaáll a maximumra.;B;IP
15;3;Miért kell az IP fejléc ellenőrző összegét minden routeren újra számítani?;Mert a csomag tartalmát titkosítják.;Mert a TTL érték minden továbbításnál változik, ami befolyásolja a fejlécet.;Mert a routerek hibákat vezetnek be a fejlécbe.;Mert az adatrész is változik minden routeren.;B;IP
16;1;Mi a "leghosszabb egyezőség" szabályának lényege az útválasztó táblában?;A router kiválasztja a leggyorsabb útvonalat.;A router kiválasztja azt az útvonalat, amelynek hálózati maszkja a leghosszabb, ha több bejegyzés is illeszkedik a cél IP-címre.;A router a legkisebb hopszámú útvonalat választja.;A router véletlenszerűen választ útvonalat.;B;IP
17;2;Mi a "default route" (alapértelmezett útvonal) célja a routing táblában?;A célhálózat IP címének módosítása.;Olyan csomagok továbbítása, amelyek célhálózatát a router nem ismeri explicit módon.;A hálózati torlódások elkerülése.;Az IPv6 címek feloldása.;B;IP
18;2;Milyen típusú címre van szükség az adatkapcsolati rétegen (Data Link Layer) a közvetlenül kapcsolódó (helyi) hálózatban lévő címzett eléréséhez?;IP cím;MAC cím;Portszám;DNS név;B;IP
19;1;Mi az ARP (Address Resolution Protocol) fő feladata?;Egy MAC cím feloldása IP címre.;Egy IP cím feloldása MAC címre.;A hálózati késleltetés mérése.;A routerek közötti kommunikáció biztosítása.;B;IP
20;2;Milyen típusú üzenet az ARP kérés?;Unicast;Broadcast;Multicast;Anycast;B;IP
21;3;Melyik protokoll váltotta fel nagyrészt a RARP-ot (Reverse ARP) az IP címek kérésére?;BOOTP;DNS;DHCP;ICMP;C;IP
22;2;Melyik protokoll kategória felelős az útválasztásért EGY Autonóm Rendszeren (AS) BELÜL?;Exterior Gateway Protocols (EGPs);Interior Gateway Protocols (IGPs);Ad hoc routing protokollok;Border Gateway Protocols (BGPs);B;IP
23;1;Melyik protokoll kategória felelős az útválasztásért Autonóm Rendszerek (AS-ek) KÖZÖTT?;Interior Gateway Protocols (IGPs);Exterior Gateway Protocols (EGPs);Routing Information Protocol (RIP);Open Shortest Path First (OSPF);B;IP
24;2;Melyik distance-vector protokoll ismert arról, hogy "hopszámot" használ metrikaként és lassan konvergál?;OSPF;RIP;EIGRP;BGP;B;IP
25;3;Mi a Link-State (összeköttetés-állapot) routing protokollok egyik legfontosabb jellemzője (pl. OSPF)?;Csak a közvetlen szomszédoktól kapott információkat használja.;Minden router csak a saját tábláját számolja.;Minden router a teljes hálózati topológiát (gráfot) rekonstruálja, és Dijkstra algoritmust használ a legrövidebb út meghatározására.;Periodikus frissítésekkel működik, ha van változás.;C;IP
26;1;Melyik protokoll az Internet jelenlegi Exterior Gateway Protokollja (EGP)?;RIP;BGP;OSPF;ICMP;B;IP
27;2;Mi a BGP (Border Gateway Protocol) "AS-PATH" attribútumának célja?;A router azonosítása.;Az azon Autonóm Rendszerek sorozatának rögzítése, amelyeken egy prefix hirdetés áthaladt.;A hálózati sávszélesség mérése.;A csomagok prioritásának beállítása.;B;IP
28;3;Mi a "Hot-potato" routing elv a BGP útvonalválasztásban?;A forgalmat addig tartja a saját AS-én belül, amíg csak lehet.;Minél hamarabb elküldi a forgalmat a saját AS-éből, még ha az összút hosszabb is.;A forgalmat mindig a legkisebb költségű linkeken küldi.;A forgalmat titkosítja, mielőtt továbbítja.;B;IP
29;2;Miért lehet szükség IP tördelésre (fragmentációra)?;A routerek túl gyorsak.;Az eltérő hálózati szegmensek eltérő MTU (Maximum Transmission Unit) méretei miatt.;Az adatok titkosításához.;A hálózati forgalom növeléséhez.;B;IP
30;3;Ki végzi az IP töredékek összeállítását (reassembly) IPv4 esetén?;Bármely router az útvonalon.;A forrás hoszt.;Csak a cél hoszt.;A NAT eszköz.;C;IP
31;1;Mi az ICMP (Internet Control Message Protocol) fő feladata?;Hálózati alkalmazások biztosítása.;Hibajelentés és diagnosztikai információk biztosítása az IP működésével kapcsolatban.;A csomagok továbbítása a hálózaton belül.;A fizikai réteg hibáinak kijavítása.;B;IP
32;2;Melyik népszerű hálózati segédprogram használ ICMP üzeneteket a hálózati kapcsolat tesztelésére?;FTP;Ping;HTTP;Telnet;B;IP
33;3;Melyik az ICMP egyik gyakori hibaüzenete, amely azt jelzi, hogy a cél nem érhető el?;Time Exceeded;Source Quench;Destination Unreachable;Parameter Problem;C;IP
34;4;Mi az IPv4 címtartomány kimerülésének egyik fő oka?;Az IP címek túl drágák.;Túl kevés felhasználó van az Interneten.;A 32 bites címek korlátozott száma a felhasználók és eszközök exponenciális növekedésével szemben.;Az IPv6 lassú bevezetése.;C;IP
35;5;Miért "gyengíti" a végpont-végpont konnektivitást a NAT technológia?;Mert nem engedi a P2P alkalmazások futtatását.;Mert a NAT eszköz lefordítja a belső, privát IP címeket külső, publikus címekre, elrejtve a belső topológiát, ami megnehezíti a közvetlen kommunikációt két privát hálózatban lévő végpont között.;Mert növeli a biztonsági kockázatokat.;Mert túl sok sávszélességet fogyaszt.;B;IP
36;3;Melyik IP fejléc mező adja meg a teljes IP csomag méretét bájtokban, beleértve a fejlécet és az adatrészt is?;IHL;Payload;Total Length;Fragment Offset;C;IP
37;2;Miért mondják, hogy az IP "összeköttetés-mentes" (connectionless) protokoll?;Mert minden csomag egy előre felépített úton halad át.;Mert minden csomag önállóan, függetlenül továbbítódik, és nem tart fenn állapotot a kommunikáció során.;Mert csak vezeték nélküli hálózatokon használható.;Mert nem igényel IP címet.;B;IP
38;4;Melyik IP fejléc mező felelős az IP-töredékek egyedi azonosításáért, hogy a célállomás össze tudja őket állítani?;TTL;Flags;Fragment Offset;Identification;D;IP
39;3;Mi az egyik fő hátránya a RIP (Routing Information Protocol) protokollnak a skálázhatóság szempontjából?;Túl gyorsan konvergál.;Túl sok metrikát használ.;Nem skálázódik jól, mivel nincs hierarchia, és korlátozott a hopszám limit.;Túl bonyolult konfigurálni.;C;IP
40;2;Mi a különbség az "Unipoláris" és "Bipoláris" vonali kódolás között az előadás szerint?;Az unipoláris csak pozitív, a bipoláris csak negatív feszültségeket használ.;Az unipoláris logikai 0 és 1-et egy-egy adott feszültségszinten ábrázol, míg a bipoláris logikai 0-t 0 V-tal, logikai 1-et pedig felváltva pozitív és negatív feszültségszinttel.;Az unipolárisban van DC komponens, a bipolárisban nincs.;Az unipoláris Manchester kódolást használ, a bipoláris NRZ-t.;B;IP
1;1;Mi a Szállítási réteg (Transport layer) fő feladata a hálózati réteg szolgáltatásaira alapozva?;Végpontok (host-ok) közötti fizikai kapcsolatok kezelése.;Alkalmazások (process-ek) közötti logikai kapcsolatok biztosítása és megbízható adatátvitel.;Az IP címek útválasztása és kezelése.;A csomagok keretezése és hibavédelme.;B;Szállítási protokollok
2;2;Melyik feladat NEM tartozik a Szállítási réteg feladatai közé?;Forgalomszabályozás és torlódáskezelés.;Multiplexelés.;Hibadetektálás és javítás (ARQ).;Fizikai közegen a bitek továbbítása.;D;Szállítási protokollok
3;1;Melyik a két fő szállítási protokoll, amelyet az előadás tárgyal?;HTTP és FTP;SMTP és DNS;UDP és TCP;ICMP és ARP;C;Szállítási protokollok
4;2;Mi az alapvető különbség az UDP és a TCP protokoll között?;Az UDP megbízható, a TCP megbízhatatlan.;Az UDP kapcsolatorientált, a TCP összeköttetésmentes.;Az UDP összeköttetésmentes és megbízhatatlan, a TCP kapcsolatorientált és megbízható.;Az UDP csak fájlátvitelre, a TCP csak streamingre alkalmas.;C;Szállítási protokollok
5;2;Hány bites portszámokat használnak az alkalmazások/folyamatok megkülönböztetésére az UDP és TCP protokollok?;8 bit;16 bit;24 bit;32 bit;B;Szállítási protokollok
6;3;Melyik portszámtartomány tartozik a "dinamikus" portokhoz az előadás szerint?;0-1023;1024-49151;49152-65535;Csak a rendszer számára fenntartott.;C;Szállítási protokollok
7;1;Melyik protokoll használja a "Datagramm socket" típust?;TCP;UDP;HTTP;FTP;B;Szállítási protokollok
8;2;Melyik protokoll használja a "Stream socket" típust?;UDP;TCP;ICMP;DNS;B;Szállítási protokollok
9;3;Mit jelent az "UDP socket" esetében a "two-tuple" meghatározás a multiplexelés-demultiplexelés során?;Csak a forrás IP címet és forrás portszámot.;Csak a cél IP címet és cél portszámot.;A forrás IP címet és cél IP címet.;A forrás portszámot és cél portszámot.;B;Szállítási protokollok
10;3;Mit jelent a "TCP socket" esetében a "four-tuple" meghatározás a multiplexelés-demultiplexelés során?;Forrás IP, forrás port, cél IP, cél port.;Forrás IP, cél IP, cél port, protokoll típusa.;Cél IP, cél port, protokoll típusa, szegmens mérete.;Forrás port, cél port, szegmens sorrendje, nyugtaszám.;A;Szállítási protokollok
11;2;Mi a "Raw (IP) socket" egyik fő jellemzője?;Automatikusan titkosítja az adatokat.;Közvetlenül az alkalmazásnak továbbítja a csomagot a fejléccel, anélkül, hogy a TCP/IP feldolgozná.;Csak a TCP protokollal működik.;Csak a szerver oldalon használható.;B;Szállítási protokollok
12;1;Melyik paranccsal lehet kilistázni a socketeket a saját gépen?;ping;netstat;tracert;ipconfig;B;Szállítási protokollok
13;2;Melyik a UDP protokoll egyik fő jellemzője, ami garantálja a megbízható átvitelt?;Sorszámozás és pozitív nyugtázás.;Nincs garancia a csomagok sorrendjére és elvesztésének detekciójára, a megbízható átvitel az alkalmazási rétegre van bízva.;Háromutas kézfogás a kapcsolat felépítéséhez.;Torlódásvezérlési mechanizmusok.;B;Szállítási protokollok
14;3;Mi az UDP "checksum" (ellenőrző összeg) egyik fontos tulajdonsága az IPv4 protokoll esetében?;A pseudo-headert is tartalmazza a számításban, de nem viszi át.;Kötelezően használni kell, különben a csomag eldobásra kerül.;Csak a fejlécet ellenőrzi, nem az adatrészt.;Nem adatintegritás ellenőrzésre szolgál.;A;Szállítási protokollok
15;2;Mi az egyik fő oka annak, hogy bizonyos alkalmazások UDP-t használnak a TCP helyett?;Mert az UDP sokkal biztonságosabb.;Mert az UDP kisebb késleltetést biztosít, mivel nincs kapcsolatfelépítés és torlódásvezérlés.;Mert az UDP automatikusan kezeli a hálózati torlódást.;Mert az UDP garantálja az adatok sorrendjét.;B;Szállítási protokollok
16;1;Melyik alkalmazás használ jellemzően UDP-t gyors és rövid lekérdezésekhez?;HTTP;FTP;DNS;SMTP;C;Szállítási protokollok
17;2;Kik a TCP (Transmission Control Protocol) megalkotói?;Tim Berners-Lee és Robert Cailliau;Vinton Cerf és Robert Kahn;Bill Gates és Paul Allen;Steve Jobs és Steve Wozniak;B;Szállítási protokollok
18;3;Mi a TCP protokoll "Stream-típusú szolgáltatásának" lényege?;Adatokat küld különálló csomagokban, rendszertelen sorrendben.;Csak a kéréseket kezeli, nem a válaszokat.;Byte streamek sorrendhelyes és megbízható átvitelét biztosítja.;Csak a fájlátvitelre alkalmas.;C;Szállítási protokollok
19;2;Mi a TCP "pufferelt átvitelének" célja?;Az adatok azonnali továbbítása.;A streamből a szegmens megtöltéséhez szükséges adatmennyiség összegyűjtése a küldő és vevő oldali bufferekben.;A hálózati torlódás növelése.;Az adat titkosítása.;B;Szállítási protokollok
20;1;Hány utas kézfogás (handshake) szükséges a TCP kapcsolat felépítéséhez?;Kétutas;Háromutas;Négyutas;Ötutas;B;Szállítási protokollok
21;2;Mit jelent a "piggybacking" a TCP protokollban?;A hálózati forgalom titkosítása.;Vezérlő információk küldése az ellenkező irányban folyó streambe ágyazva.;Adatok továbbítása több útvonalon.;A hibás csomagok újraküldése.;B;Szállítási protokollok
22;3;Mi a TCP protokollban a "SYN flood attack" lényege?;A szerver túlárasztása érvényes kérésekkel.;A kliens hálózati kapcsolatának megszakítása.;A szerver erőforrásainak lekötése hamis SYN kérésekkel, a harmadik szegmens (ACK) elküldése nélkül.;Adatok ellopása a hálózaton keresztül.;C;Szállítási protokollok
23;4;Melyik a "SYN flood attack" elleni védekezés egyik módja?;Csak a SYN kérések azonnali eldobása.;A szerver sávszélességének korlátozása.;A SYN/RST cookies és tűzfalak használata.;A szerver IP címének megváltoztatása.;C;Szállítási protokollok
24;2;Mi a "time-out" idő beállításának célja a TCP-ben?;A hálózati torlódás növelése.;Az elveszett nyugtákra való várakozási idő meghatározása, adaptálva az RTT-hez.;A csomagok sorrendjének biztosítása.;A hálózati sávszélesség mérése.;B;Szállítási protokollok
25;3;Mi a "SampleRTT" és az "EstimatedRTT" közötti kapcsolat a TCP time-out számításában?;A SampleRTT az EstimatedRTT exponenciális átlaga.;Az EstimatedRTT a SampleRTT pillanatnyi értéke.;Az EstimatedRTT a SampleRTT exponenciális mozgó átlaga, ahol a régebbi RTT-k súlya exponenciálisan csökken.;Nincs összefüggés a kettő között.;C;Szállítási protokollok
26;4;Mi történik a TCP time-out értékével, ha egy timer lejár és újraküldés történik a mai implementációkban?;Az értéke feleződik.;Az értéke visszaáll a kezdeti értékre.;Az értéke állandó marad.;Az értéke kétszereződik.;D;Szállítási protokollok
27;2;Mi a "SACK (Selective Acknowledgment)" mechanizmus célja a kumulatív nyugtázással járó problémák megoldására?;Kizárólag a hiányzó csomagok nyugtázása.;A fogadó megmondja, mely szegmensek érkeztek meg sikeresen, függetlenül a sorrendtől.;Csak a hibás szegmensek nyugtázása.;Az összes szegmens nyugtázása, még ha nem is érkezett meg.;B;Szállítási protokollok
28;3;Mi a "Fast Retransmit" szabály lényege a TCP-ben?;Azonnal újraküldi az összes csomagot, ha egy elveszik.;Várja a time-out lejártát, mielőtt újraküldené a csomagot.;Ha az adó 3 egymást követő duplikált ACK-t kap ugyanarra a szegmensre, újraküldi az azt követő szegmenst, még mielőtt lejárna a time-out.;Csak a vevő kezdeményezheti az újraküldést.;C;Szállítási protokollok
29;1;Mi a "Sliding Window" mechanizmus célja a TCP forgalomszabályozásban?;A hálózati sávszélesség korlátozása.;A hálózati torlódás előrejelzése.;A küldő által egy időben küldhető, de még nem nyugtázott adatok maximális számának (ablakméret) szabályozása.;A csomagok titkosítása.;C;Szállítási protokollok
30;2;Mi a "Silly Window Syndrome" (Buta Ablak Jelenség) problémája a TCP-ben?;A vevő túl gyorsan nyitja meg az ablakát.;A vevő túl kis mennyiségű puffert szabadít fel, ami erőforrás-pocsékoláshoz vezet kis adatátvitelek esetén.;Az adó túl nagy ablakméretet használ.;Az adatok elvesztése a puffer megtelése miatt.;B;Szállítási protokollok
31;3;Melyik torlódásvezérlési módszert alkalmazza a TCP protokoll?;Hálózat által segített torlódásvezérlés, aktív visszajelzéssel a routerektől.;Hálózat által segített torlódásvezérlés, külön jelzéscsomagokkal.;Végpont-végpont torlódásvezérlés, ahol a küldő a timeout és duplikált nyugták alapján következtet a torlódásra.;Passzív torlódásvezérlés, amely nem reagál a hálózati állapotra.;C;Szállítási protokollok
32;2;Mi a TCP torlódásvezérlésének "AIMD (Additive Increase - Multiplicative Decrease)" alapelve?;A torlódási ablak exponenciális növelése és lineáris csökkentése.;A torlódási ablak lineáris növelése vesztésig, majd felére csökkentése vesztéskor.;A torlódási ablak véletlenszerű növelése és csökkentése.;A torlódási ablak állandó tartása.;B;Szállítási protokollok
33;1;Mi a "Slow Start" fázis célja a TCP torlódásvezérlésben?;A torlódási ablak gyors (exponenciális) növelése az összeköttetés elején, az első vesztésig.;A torlódási ablak lassú (lineáris) növelése a kapcsolat teljes ideje alatt.;A torlódási ablak azonnali felére csökkentése.;A kapcsolat azonnali leállítása.;A;Szállítási protokollok
34;3;Mi az az MSS (Maximum Segment Size)?;A TCP fejléc maximális mérete bájtban.;A TCP szegmens teljes mérete (fejléc + adat) bájtban.;A legnagyobb adatméret bájtban, amit a TCP hajlandó küldeni egy szegmens adat részében (alkalmazás adatai, fejlécek nélkül).;A vevő oldali puffer maximális mérete.;C;Szállítási protokollok
35;2;Mi a filozófia a TCP torlódásvezérlésben a timer lejárat és a 3 duplikált ACK közötti különbségtételre?;A 3 duplikált ACK súlyosabb torlódást jelez, mint a timer lejárat.;A timer lejárat rosszabb torlódási helyzetet jelez, mint a 3 duplikált ACK.;Nincs különbség a kettő között, azonos reakciót váltanak ki.;A timer lejárat csak a kliens, a 3 duplikált ACK a szerver oldalon fontos.;B;Szállítási protokollok
36;5;Adott az A és B végpont közötti kommunikáció során az A végpont utolsóként elküldött TCP PDU-jában a sorszám (sequence number) 8350, a hasznos adatrész 1400 byte. B válaszként küldött TCP PDU-jában az ACK-szám 8050. Hány byte-nyi adatot küldhet még "A" a következő nyugta megérkezéséig, ha a B vételi ablakmérete 2000?;8350 byte;1400 byte;1700 byte;300 byte;D;Szállítási protokollok
37;4;Melyik alkalmazási rétegbeli protokoll használja a UDP protokollját az előadás szerint?;SMTP;HTTP;FTP;RIP;D;Szállítási protokollok
38;3;Miért nem képes a TCP protokoll multicastre?;Mert összeköttetésmentes protokoll.;Mert a TCP túl lassú a multicast forgalomhoz.;Mert pont-pont (egy küldő, egy vevő) kommunikációra tervezték, ami nem támogatja a többes adást.;Mert hiányzik belőle a szükséges hardveres támogatás.;C;Szállítási protokollok
39;2;Mi az "Urgent Pointer" (sürgősségi mutató) szerepe a TCP szegmens fejlécében?;A szegmens prioritásának jelzése a hálózati forgalomban.;Ha az URG bit 1, akkor a mutató a "sürgős" adat utolsó bájtjának pozícióját adja meg a szegmensben.;A time-out értékének beállítása.;Az adatátviteli sebesség szabályozása.;B;Szállítási protokollok
40;3;Mi az egyik előnye a "Vegas" TCP implementációnak a korábbiakhoz képest?;Kizárólag exponenciális ablaknövelést alkalmaz.;Nem méri az RTT-t, így egyszerűbb.;Minden kiküldött szegmensnél méri az RTT-t, és az RTT növekedéséből következtet a torlódásra, már annak kezdeti fázisában.;Nem igényel torlódási ablakot.;C;Szállítási protokollok
1;1;Mi a hálózati alkalmazások egyik fő jellemzője?;Csak egyetlen végfelhasználói rendszeren futnak.;A hálózaton keresztül kommunikálnak egymással.;Közvetlenül a fizikai rétegen működnek.;Nem igényelnek protokollokat.;B;Alkalmazások
2;2;Mi a szerepe az operációs rendszernek a hálózati alkalmazások környezetében?;Kizárólag a hardveres interfészt biztosítja.;Szolgáltatásokat biztosít az alsóbb rétegekből (pl. TCP/IP) egy API-n keresztül.;Fejleszti az alkalmazásrétegbeli protokollokat.;Dönt az útválasztási algoritmusokról.;B;Alkalmazások
3;1;Melyik a két fő típus a "port-hozzárendelés" szerint?;Alkalmazási és hálózati portok;Szerver és kliens portok;Bejövő és kimenő portok;Fizikai és logikai portok;B;Alkalmazások
4;2;Milyen típusú portokhoz tartoznak a "System Ports" (foglalt portok) az előadás szerint?;Dinamikus portok;Regisztrált portok;Statikus portok;Ideiglenes portok;C;Alkalmazások
5;3;Melyik az a protokoll, amelyik a Szállítási rétegben "megbízható" adatátvitelt, "összeköttetés-alapú" kommunikációt és "bitstream pipe" adattovábbítást nyújt?;Natív IP;UDP;TCP;ICMP;C;Alkalmazások
